"Category","Tag","Rank","Profile","Wall_ID","Following","Followers"
"media","website","67","urbanite Magdeburg","102536261339377088538","1","173"
"media","website","68","Laureate International Universities","107155794915479080726","24","158"
"media","website","69","Jamaicansmusic.com","117202756699521066228","","154"
"media","website","70","Bgstart EU","102506290329796231564","108","127"
"media","website","71","New Zealand Companies Office","112782146010720175876","10","115"
"media","website","72","Computerworld.jp コンピュータワールド","115326988902420795371","8","103"
"media","website","73","budgetplaces.com","117794413776980032773","","83"
"media","website","74","Restaurantes.com","103058886889736625109","115","77"
"media","website","75","Yes Scotland","102712973654390931183","","71"
"media","website","76","Продизайн","113448818595631154872","","63"
"media","website","77","Новини України","117314929589834692263","18","62"
"media","website","78","squeaker.net","113078462782909438456","161","51"
"media","website","79","Yellow Pages Click,Find","103296808072749073022","2","49"
"media","website","80","Radins.com","113207369183718702101","35","47"
"media","website","81","Jófogás.hu","103684746089479658607","13","46"
"media","website","82","Europrojekti.eu","100233220498447172951","156","45"
"media","website","83","Podpalmo.si","108902646103886612962","35","39"
"media","website","84","So.cl","115764606605750843066","1","38"
"media","website","85","Gasztro-TV.hu","118311064131215596654","3","26"
"media","website","86","Josef Sysel","114137487397184019349","85","25"
"media","website","87","Made in Vilnius","118362262598887756097","21","24"
"media","website","88","Widemash","106193191413948838167","113","22"
"media","website","89","Dwizer Web Booster G+","112497235297633007438","9","18"
"media","website","90","Digital Beat","103958575390732721206","26","16"
"media","website","91","BrighterMonday.com","115266854678832545936","8","13"
"media","website","92","Escapadelas","112568520489178774842","","13"
"media","website","93","Alès Cévennes","107896436477717867629","4","5"
"media","website","94","vulpea colorată","102688555467819735592","2","5"
"media","website","95","L'Audace en Cévennes","101262097835897402569","19","5"
"media","website","96","Lokalguide Österreich","102450928005796608761","","4"
"media","website","97","geeknews","114320344993913088563","3","4"
"media","website","98","Profesora Jesus","104788566498416853237","5","4"
"media","website","99","Regional und Kostenlos inserieren in Österreich","115527639732496808565","","4"
"media","website","100","Südsteiermark .at - Regionalinformationen","110012150007425397570","","3"
"media","website","101","POLYGLOTT","113027769577962974626","",""
"media","website","102","GU","113589146213025868840","",""
"media","news","1","BBC News","107045876535773972576","16","1684835"
"media","news","2","Financial Times","113457471429583444041","","1635749"
"media","news","3","NBC News","114810779645279671611","10","1395145"
"media","news","4","Mashable","113493854651753327245","31","1380531"
"media","news","5","TechCrunch","103037366582313115962","","1365670"
"media","news","6","PBS NewsHour","106351386231433168228","53","985950"
"media","news","7","The Huffington Post","101423092138897438495","","751530"
"media","news","8","The Verge","100601380617286837373","28","550727"
"media","news","9","Breaking News","108404515213153345305","451","538361"
"media","news","10","Newsweek and The Daily Beast","100212953676424405273","157","371503"
"media","news","11","SPIEGEL ONLINE","106419678219919655169","","118838"
"media","news","12","Diario Clarín","110862005478798487372","3864","91089"
"media","news","13","ZEIT ONLINE","107720718922832943625","21","79571"
"media","news","14","BBC World Service","106901640885505124483","921","64479"
"media","news","15","BBC Україна","107319925327758836295","59","49074"
"media","news","16","CBS News","117831279655356042125","12","33335"
"media","news","17","TWiT","113679091104569847886","","28425"
"media","news","18","ТСН","112915477255865222914","","27556"
"media","news","19","CNN iReport","117553368300608550188","","19605"
"media","news","20","Hangouts de Periodismo","117994486040428338904","94","11844"
"media","news","21","UaReview","103786171353793128530","1","10155"
"media","news","22","УНІАН","106975155676998607780","","8756"
"media","news","23","Diario El Comercio","117031244658300634975","58","7282"
"media","news","24","ATLAS Experiment","117931032380025921950","","4078"
"media","news","25","link2portal","107781502938933786802","540","3377"
"media","news","26","Diario Perú21","102843362651599480991","","2425"
"media","news","27","Socialmedia Wallet","115923291124480391222","2909","1805"
"media","news","28","Gelecekonline","113687087698822224122","1455","1667"
"media","news","29","Sosyal Medya Haber","106239777319921512988","32","1286"
"media","news","30","3 News","104643098783402541362","3","997"
"media","news","31","Ahram Online","115177451874746263968","2","816"
"media","news","32","Le Soir","105689583043171868681","","725"
"media","news","33","Gamekult","101625445660253475181","237","592"
"media","news","34","dakwatuna.com","101953263325449885420","","410"
"media","news","35","Diario MDZ online","113535042096668343946","","248"
"media","news","36","24sata","115643376804318655414","240","172"
"media","news","37","ГолосUA","103571782639418034124","5","121"
"media","news","38","Báo Thanh Niên","103797665138052497239","87","113"
"media","news","39","Daily Dot","117475421660021956666","9","107"
"media","news","40","Computerworld.jp コンピュータワールド","115326988902420795371","8","103"
"media","news","41","PortTurkey.com","111378403264045894063","58","69"
"media","news","42","LN Star News","103504295957836102376","17","19"
"media","magazine","1","TIME","110038350445855508357","18","2605024"
"media","magazine","2","National Geographic","109600806421917664383","7","2453515"
"media","magazine","3","WIRED","112943946047332492941","446","2191535"
"media","magazine","4","Financial Times","113457471429583444041","","1635749"
"media","magazine","5","Forbes","102281638880464201271","22","729443"
"media","magazine","6","National Geographic Abu Dhabi","115956050646773758437","4598","596359"
"media","magazine","7","National Geographic Russia","110056094106588217220","7","346379"
"media","magazine","8","The New Yorker","107786469140133631773","51","153539"
"media","magazine","9","Vogue Paris","118430317794679834219","","45670"
"media","magazine","10","Dawid Martynowski","110200115381518276083","3013","22283"
"media","magazine","11","CHIP Online","104490219549111229774","16","19444"
"media","magazine","12","t3n Magazin","101559871572415719072","41","17047"
"media","magazine","13","Týdeník Respekt","114588478345569499171","11","11472"
"media","magazine","14","AUTO BILD","101806008348647448783","117","3268"
"media","magazine","15","Motorcycle-USA","111619136001004270708","","1674"
"media","magazine","16","Men's Health Polska","113897737639072430073","3","1152"
"media","magazine","17","Anna Freud","114122529352805030604","479","887"
"media","magazine","18","Runner's World Australia &amp; New Zealand","106169169093615311414","60","390"
"media","magazine","19","Computer","108859592606712010485","9","389"
"media","magazine","20","A&amp;W Architektur &amp; Wohnen","111751766893713007344","109","255"
"media","magazine","21","PRINZ","118139129241563697766","94","190"
"media","magazine","22","zuhause wohnen","100007470819603484860","6","180"
"media","magazine","23","urbanite Magdeburg","102536261339377088538","1","173"
"media","magazine","24","Men's Health España","102499862028795720503","151","139"
"media","magazine","25","Revista Estrategia &amp; Negocios","101212228302628898376","","133"
"media","magazine","26","Für Sie","112803032737414653773","30","127"
"media","magazine","27","Motocykl","110558736675916347437","3","112"
"media","magazine","28","Das Heimwerkerlexikon","102129198221674082635","22","107"
"media","magazine","29","petra","107650348429076377303","4","98"
"media","magazine","30","vital","102482437829660151242","7","79"
"media","magazine","31","auto motor i sport","102888514844752706311","3","76"
"media","magazine","32","selber machen","104795395900169153783","3","61"
"media","magazine","33","MERIAN","114264705957551035301","6","56"
"media","magazine","34","COUNTRY","109804535500347421508","7","48"
"media","magazine","35","DER FEINSCHMECKER","111018881484700820654","","31"
"media","magazine","36","Sugarpulp","118346426129266623835","5","29"
"media","magazine","37","MEINE ERSTE WOHNUNG","113891712448183542365","4","19"
"media","magazine","38","A&amp;W Designtalente","108211307941728253087","1","17"
"media","magazine","39","Magazin VINO","105755349461996744325","2","6"
"media","magazine","40","All Otaku Magazine","115216631584686192607","4","3"
"media","blog","1","Big Picture","106570437585284044317","4","1089468"
"media","blog","2","GBG Indonesia","117000978382061764952","221","241500"
"media","blog","3","Erol DİZDAR","110652224654705955381","2568","6928"
"media","blog","4","Hamza Şamlıoğlu (TEAkolik)","103042984639591878630","","5962"
"media","blog","5","Eleftherios Kosmas","105155891492205942420","1227","2534"
"media","blog","6","Marco Petrosillo","101596406495587612575","476","1934"
"media","blog","7","GPlus Business Italia","103426365504754923119","","1861"
"media","blog","8","Marketingfacts","104150311147562725332","1","1527"
"media","blog","9","Claudio “Pomhey” Pomes","103474790410296652790","362","1247"
"media","blog","10","TEAkolik Blog","111757811663732761753","1","487"
"media","blog","11","Pinoy Social Media","107256261150272232845","10","150"
"media","blog","12","Nice 2 Look","114787067598877222522","","137"
"media","blog","13","Eko Pramuyanto","105339487400786012403","","58"
"media","blog","14","Green IT Web","106948468898687987924","2","48"
"media","blog","15","Josef Sysel","114137487397184019349","85","25"
"media","blog","16","Marketing Academy Club","112192698889601223351","10","11"
"media","blog","17","Kayzen","112856342846010597990","","9"
"media","blog","18","Subsistence","114517332203182765817","10","7"
"media","blog","19","Who Blames What","100469635654675981244","","1"
"media","radio","1","NPR","114687971156212828314","26","311106"
"media","radio","2","Europe 1, Le Bistrot du Dimanche","101236781561013497762","582","51218"
"media","radio","3","Radiónica FM/WEB","117626058627417960230","4955","30771"
"media","radio","4","The Beat99.9 FM","109259677860366825157","","20366"
"media","radio","5","Český rozhlas","105553290428677532608","","19646"
"media","radio","6","SRF 3","115461591342030674442","","11911"
"media","radio","7","DRadio Wissen","112533132246191062650","1968","8723"
"media","radio","8","Deutschlandradio Kultur","106972350826926520691","5","3912"
"media","radio","9","Breitband","112331807332365257407","7","705"
"media","radio","10","Bulgaria ON AIR","116148389588720257482","","320"
"media","radio","11","Radio Télévision Suisse","111704217611882914330","124","272"
"media","radio","12","Funkhaus Europa + Gemeinschaftseite","106708694614166584118","151","243"
"media","radio","13","RadioBDC","113745106629774360638","6","88"
"media","radio","14","IMC OnAir - IMCRadio.Net","102889086716670247050","","15"
"media","radio","15","Jouluradio","116660668892785662012","4","6"
"media","radio","16","CLUBRADIO.LV","107109709970628898986","","3"
"media","newspaper","1","The Wall Street Journal","117720626238470886461","21","1422510"
"media","newspaper","2","Estadão","100081384191000408787","46","886206"
"media","newspaper","3","Washington Post","103778755977163571576","2240","878990"
"media","newspaper","4","The New York Times","107096716333816995401","90","748813"
"media","newspaper","5","USA TODAY","114268070748975396926","850","550388"
"media","newspaper","6","The Boston Globe","108227564341535363126","26","337842"
"media","newspaper","7","Jornal de Notícias","109122905454922246211","7","2826"
"media","newspaper","8","Mundo Deportivo","115557651379949035845","","2591"
"media","newspaper","9","Diario AS","113898238289240251994","","1706"
"media","newspaper","10","Libertad Digital","109071921142347319773","","1457"
"media","newspaper","11","Hospodárske noviny","102905788229750135219","","1274"
"media","newspaper","12","Diario SPORT","111983717414222984110","","1220"
"media","newspaper","13","nzherald.co.nz","114126396362423144855","21","630"
"media","newspaper","14","Вестник УТРО","115857735686612546490","23","36"
"media","tv-channel","1","NBC Sports","105583492976160498186","","1957439"
"media","tv-channel","2","Al Jazeera English","118055372303098301843","5","541079"
"media","tv-channel","3","Fox News","101387416106272465082","9","165969"
"media","tv-channel","4","Caracol Televisión","108565357470017190555","124","30471"
"media","tv-channel","5","Телеканал ТВі | TVi","115791574782016147903","","5400"
"media","tv-channel","6","Antena 3","101349607494453851617","6","3631"
"media","tv-channel","7","FRANCE 24 English","102302812252644717886","9","3048"
"media","tv-channel","8","Atv","112209224205756784214","","849"
"media","tv-channel","9","Bulgaria ON AIR","116148389588720257482","","320"
"media","tv-channel","10","Radio Télévision Suisse","111704217611882914330","124","272"
"media","tv-channel","11","RiksTV","111446141883689468165","164","213"
"media","tv-channel","12","ITN - Srilanka","113395400580041819915","","118"
"media","tv-channel","13","Bang Channel","114613387403422370397","76","46"
"media","tv-channel","14","Antenna gr","117736197759290315360","79","11"
"media","tv-network","1","ESPN","107691344676291850790","4717","2732705"
"media","tv-network","2","RTVE","116956787266207211535","8","445047"
"media","tv-network","3","Telecine","112268603290472398238","20","421691"
"media","tv-network","4","BBC America","114151454762980012752","16","40096"
"media","tv-network","5","Yamgo TV","112843616376224837376","59","1695"
"media","travel","1","Staedte-Reisen","109458183483356554308","151","193"
"media","travel","2","Escapadelas","112568520489178774842","","13"
"media","travel","3","POLYGLOTT","113027769577962974626","",""
"media","services","1","Paranoid Android","107979589566958860409","6","20133"
"media","services","2","Distribuição de Publicidade marketingonlinept.com","110821494734364867904","2","30"
"media","education","1","dakwatuna.com","101953263325449885420","","410"
"media","education","2","Profesora Jesus","104788566498416853237","5","4"
"media","tv-show","1","ABC News","108686021205441482363","27","704581"
"media","tv-show","2","Yahoo! News","117459616341752158383","92","38584"
"media","software","1","heise Software-Verzeichnis","104079606280691363668","14","565"
"media","agency","1","Distribuição de Publicidade marketingonlinept.com","110821494734364867904","2","30"
